track_name,artists,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,playlistname,source,domain,chart,region,date,position,title,artist,url,scraped_at
Scars To Your Beautiful,Alessia Cara,Know-It-All (Deluxe),74,230226,False,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169,4,dance,"[nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,41,Scars To Your Beautiful,Alessia Cara,,2025-11-22T16:45:13.029007+00:00
Paris,The Chainsmokers,Memories...Do Not Open,74,221506,False,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,4,dance,"[nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,42,Paris,The Chainsmokers,,2025-11-22T16:45:13.029007+00:00
Attention,Charlie Puth,Voicenotes,83,208786,False,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,4,dance,"[nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,45,Attention,Charlie Puth,,2025-11-22T16:45:13.029007+00:00
I Feel It Coming,The Weeknd;Daft Punk,Sunny Mornings,3,269186,False,0.773,0.82,0,-5.897,0,0.115,0.394,0.0,0.0739,0.555,92.996,4,pop,"[nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,46,I Feel It Coming,The Weeknd Featuring Daft Punk,,2025-11-22T16:45:13.029007+00:00
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN;Taylor Swift,reputation Stadium Tour Surprise Song Playlist,80,247160,False,0.731,0.445,0,-8.418,1,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,4,dance,"[nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,48,I Don't Wanna Live Forever (Fifty Shades Darker),ZAYN / Taylor Swift,,2025-11-22T16:45:13.029007+00:00
Look At Me!,XXXTENTACION,Look At Me!,82,126345,True,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,4,emo,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,49,Look At Me!,XXXTENTACION,,2025-11-22T16:45:13.029007+00:00
The Cure,Lady Gaga,Concierto en la ducha,0,211363,False,0.696,0.506,8,-4.863,1,0.0325,0.0799,0.0,0.0893,0.516,100.003,4,dance,[nan],billboard,billboard.com,hot-100,,2017-06-03,53,The Cure,Lady Gaga,,2025-11-22T16:45:13.029007+00:00
Heavy,Linkin Park;Kiiara,Heavy,18,169800,False,0.587,0.682,6,-6.091,0,0.0963,0.0345,0.0,0.0586,0.374,149.978,4,grunge,[nan],billboard,billboard.com,hot-100,,2017-06-03,54,Heavy,Linkin Park Featuring Kiiara,,2025-11-22T16:45:13.029007+00:00
How Not To,Dan + Shay,Finest Country,0,192000,False,0.501,0.836,11,-3.587,0,0.0488,0.208,0.0,0.152,0.617,159.849,4,country,[nan],billboard,billboard.com,hot-100,,2017-06-03,74,How Not To,Dan + Shay,,2025-11-22T16:45:13.029007+00:00
Human,Rag'n'Bone Man,Human (Deluxe),78,200186,False,0.602,0.707,9,-4.097,1,0.302,0.393,0.0,0.165,0.554,75.087,4,soul,[nan],billboard,billboard.com,hot-100,,2017-06-03,75,Human,Rag'n'Bone Man,,2025-11-22T16:45:13.029007+00:00
Scared to Be Lonely,Martin Garrix;Dua Lipa,Scared to Be Lonely,78,220883,False,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,4,dance,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,77,Scared To Be Lonely,Martin Garrix & Dua Lipa,,2025-11-22T16:45:13.029007+00:00
Bad Liar,Selena Gomez,Queda poco para la PAES,0,214647,False,0.965,0.414,1,-6.408,1,0.0712,0.189,0.0,0.0767,0.729,121.032,4,dance,[nan],billboard,billboard.com,hot-100,,2017-06-03,80,Bad Liar,Selena Gomez,,2025-11-22T16:45:13.029007+00:00
Chained To The Rhythm,Katy Perry;Skip Marley,Concierto en la ducha,0,237733,False,0.562,0.8,0,-5.404,1,0.112,0.0814,0.0,0.199,0.471,95.029,4,dance,[nan],billboard,billboard.com,hot-100,,2017-06-03,88,Chained To The Rhythm,Katy Perry Featuring Skip Marley,,2025-11-22T16:45:13.029007+00:00
Good Life (with G-Eazy & Kehlani),G-Eazy;Kehlani,Good Life (with G-Eazy & Kehlani),63,225520,False,0.572,0.778,1,-5.208,1,0.233,0.00638,0.0,0.0563,0.54,168.073,4,indie-pop,"[nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,90,Good Life,G-Eazy & Kehlani,,2025-11-22T16:45:13.029007+00:00
Whatever It Takes,Imagine Dragons,Evolve,81,201240,False,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945,4,rock,[nan],billboard,billboard.com,hot-100,,2017-06-03,92,Whatever It Takes,Imagine Dragons,,2025-11-22T16:45:13.029007+00:00
Felices los 4,Maluma,F.A.M.E.,74,230000,False,0.766,0.756,5,-5.861,1,0.132,0.213,0.0,0.349,0.716,94.027,4,latino,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,93,Felices Los 4,Maluma,,2025-11-22T16:45:13.029007+00:00
Thunder,Imagine Dragons,Evolve,85,187146,False,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,4,rock,"[nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,94,Thunder,Imagine Dragons,,2025-11-22T16:45:13.029007+00:00
No Promises (feat. Demi Lovato),Cheat Codes;Demi Lovato,No Promises (feat. Demi Lovato),67,223503,False,0.741,0.667,10,-5.445,1,0.134,0.0575,0.0,0.106,0.595,112.956,4,edm,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,95,No Promises,Cheat Codes Featuring Demi Lovato,,2025-11-22T16:45:13.029007+00:00
El Amante,Nicky Jam,Fénix,69,219506,False,0.683,0.691,8,-5.535,1,0.0432,0.243,0.0,0.14,0.732,179.91,4,latino,"[nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,97,El Amante,Nicky Jam,,2025-11-22T16:45:13.029007+00:00
do re mi,blackbear,digital druglord,73,212027,True,0.745,0.593,8,-6.35,1,0.0524,0.00522,5.06e-06,0.123,0.17,111.001,3,electro,[nan],billboard,billboard.com,hot-100,,2017-06-03,99,Do Re Mi,Blackbear,,2025-11-22T16:45:13.029007+00:00
God's Plan,Drake,Scorpion,84,198973,True,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4,hip-hop,[nan],billboard,billboard.com,hot-100,,2018-06-02,3,God's Plan,Drake,,2025-11-22T16:47:08.199945+00:00
The Middle,Zedd;Maren Morris;Grey,The Middle,80,184732,False,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,4,dance,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2018-06-02,5,The Middle,"Zedd, Maren Morris & Grey",,2025-11-22T16:47:08.199945+00:00
Meant to Be,Bebe Rexha;Florida Georgia Line,Human - Best Adult Pop Tunes,0,164640,False,0.641,0.783,10,-6.586,1,0.0999,0.0467,0.0,0.0634,0.558,153.97,4,dance,"[nan, nan]",billboard,billboard.com,hot-100,,2018-06-02,7,Meant To Be,Bebe Rexha & Florida Georgia Line,,2025-11-22T16:47:08.199945+00:00
no tears left to cry,Ariana Grande,Sweetener,78,205920,False,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,4,dance,[nan],billboard,billboard.com,hot-100,,2018-06-02,9,No Tears Left To Cry,Ariana Grande,,2025-11-22T16:47:08.199945+00:00
FAKE LOVE,BTS,Love Yourself 轉 'Tear',76,242333,False,0.557,0.719,2,-4.515,0,0.0371,0.00267,0.0,0.306,0.345,77.502,4,k-pop,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2018-06-02,10,Fake Love,BTS,,2025-11-22T16:47:08.199945+00:00
FRIENDS,Marshmello;Anne-Marie,FRIENDS,79,202620,True,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,4,dance,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2018-06-02,11,Friends,Marshmello & Anne-Marie,,2025-11-22T16:47:08.199945+00:00
Never Be the Same,Camila Cabello,Camila,74,226973,False,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,4,dance,[nan],billboard,billboard.com,hot-100,,2018-06-02,13,Never Be The Same,Camila Cabello,,2025-11-22T16:47:08.199945+00:00
Perfect,Ed Sheeran,÷ (Deluxe),87,263400,False,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,3,pop,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2018-06-02,15,Perfect,Ed Sheeran,,2025-11-22T16:47:08.199945+00:00
Be Careful,Cardi B,On Chill - Rap & RnB,0,210787,False,0.835,0.561,6,-8.248,0,0.4,0.0264,0.0,0.095,0.499,152.152,4,dance,[nan],billboard,billboard.com,hot-100,,2018-06-02,16,Be Careful,Cardi B,,2025-11-22T16:47:08.199945+00:00
Mine,Bazzi,COSMIC,76,131064,True,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,4,dance,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2018-06-02,18,Mine,Bazzi,,2025-11-22T16:47:08.199945+00:00
I Like It,Cardi B;Bad Bunny;J Balvin,Today's Party Hits,0,253390,True,0.815,0.727,5,-3.998,0,0.128,0.101,0.0,0.372,0.649,136.045,4,dance,"[nan, nan]",billboard,billboard.com,hot-100,,2018-06-02,19,I Like It,"Cardi B, Bad Bunny & J Balvin",,2025-11-22T16:47:08.199945+00:00
In My Blood,Shawn Mendes,Concierto en la ducha,0,211360,False,0.622,0.711,5,-7.321,1,0.0665,0.0573,0.0,0.13,0.487,140.016,4,dance,[nan],billboard,billboard.com,hot-100,,2018-06-02,20,In My Blood,Shawn Mendes,,2025-11-22T16:47:08.199945+00:00
Heaven,Kane Brown,Kane Brown (Deluxe Edition),73,179506,False,0.677,0.556,9,-6.544,1,0.0306,0.263,0.0,0.105,0.521,80.006,4,country,[nan],billboard,billboard.com,hot-100,,2018-06-02,21,Heaven,Kane Brown,,2025-11-22T16:47:08.199945+00:00
Freaky Friday (feat. Chris Brown),Lil Dicky;Chris Brown,Freaky Friday (feat. Chris Brown),45,216631,True,0.755,0.599,8,-5.042,1,0.224,0.147,0.0,0.109,0.755,133.123,4,comedy,[nan],billboard,billboard.com,hot-100,,2018-06-02,22,Freaky Friday,Lil Dicky Featuring Chris Brown,,2025-11-22T16:47:08.199945+00:00
Havana (feat. Young Thug),Camila Cabello;Young Thug,Camila,80,217306,False,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,4,dance,"[nan, nan]",billboard,billboard.com,hot-100,,2018-06-02,24,Havana,Camila Cabello Featuring Young Thug,,2025-11-22T16:47:08.199945+00:00
Better Now,Oh Wonder,Herbststimmung,0,198342,False,0.569,0.364,2,-11.099,1,0.052,0.75,0.00597,0.146,0.507,114.181,4,electro,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2018-06-02,29,Better Now,Post Malone,,2025-11-22T16:47:08.199945+00:00
Call Out My Name,The Weeknd,"My Dear Melancholy,",89,228373,False,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,3,pop,[nan],billboard,billboard.com,hot-100,,2018-06-02,30,Call Out My Name,The Weeknd,,2025-11-22T16:47:08.199945+00:00
New Rules,Dua Lipa,Dua Lipa (Deluxe),81,209320,False,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,4,dance,"[nan, nan]",billboard,billboard.com,hot-100,,2018-06-02,31,New Rules,Dua Lipa,,2025-11-22T16:47:08.199945+00:00
SAD!,XXXTENTACION,?,83,166605,True,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,4,emo,"[nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2018-06-02,32,Sad!,XXXTENTACION,,2025-11-22T16:47:08.199945+00:00
All The Stars (with SZA),Kendrick Lamar;SZA,Black Panther The Album Music From And Inspired By,83,232186,True,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,4,hip-hop,[nan],billboard,billboard.com,hot-100,,2018-06-02,33,All The Stars,Kendrick Lamar & SZA,,2025-11-22T16:47:08.199945+00:00
Te Boté,Darell;Casper Magico;Nio Garcia;Nicky Jam;Ozuna;Bad Bunny,Te Boté (Clean Version),68,275693,False,0.918,0.602,4,-3.986,0,0.115,0.401,7.28e-06,0.0805,0.158,96.518,4,latino,"[nan, nan]",billboard,billboard.com,hot-100,,2018-06-02,40,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",,2025-11-22T16:47:08.199945+00:00
One Kiss,Calvin Harris;Dua Lipa,New Year's Eve - NYE 2018/2019,60,209040,False,0.753,0.852,9,-4.028,0,0.138,0.0319,8.63e-06,0.328,0.586,124.023,4,electro,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2018-06-02,43,One Kiss,Calvin Harris & Dua Lipa,,2025-11-22T16:47:08.199945+00:00
Tequila,Dan + Shay,Dan + Shay,72,196746,False,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016,4,country,[nan],billboard,billboard.com,hot-100,,2018-06-02,44,Tequila,Dan + Shay,,2025-11-22T16:47:08.199945+00:00
Back To You,Selena Gomez,13 Reasons Why (Season 2),72,210240,False,0.6,0.683,6,-6.271,1,0.0493,0.0984,1.26e-06,0.11,0.494,102.036,4,dance,[nan],billboard,billboard.com,hot-100,,2018-06-02,46,Back To You,Selena Gomez,,2025-11-22T16:47:08.199945+00:00
Dura,Daddy Yankee,El perreo es el futuro,0,200480,False,0.783,0.84,1,-3.416,1,0.051,0.174,0.0,0.412,0.838,95.002,4,hip-hop,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2018-06-02,47,Dura,Daddy Yankee,,2025-11-22T16:47:08.199945+00:00
X,Nicky Jam;J Balvin,Intimo,74,172854,False,0.594,0.749,9,-5.298,0,0.056,0.0338,0.00106,0.3,0.694,179.968,4,latin,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2018-06-02,48,X,Nicky Jam x J Balvin,,2025-11-22T16:47:08.199945+00:00
IDGAF,Dua Lipa,Dua Lipa (Deluxe),80,217946,True,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,4,dance,[nan],billboard,billboard.com,hot-100,,2018-06-02,51,IDGAF,Dua Lipa,,2025-11-22T16:47:08.199945+00:00
I Like Me Better,Lauv,I met you when I was 18. (the playlist),83,197436,False,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,4,dance,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2018-06-02,55,I Like Me Better,Lauv,,2025-11-22T16:47:08.199945+00:00
Mercy,Brett Young,Sad Country Songs,2,217120,False,0.638,0.367,4,-7.906,1,0.0266,0.84,0.0,0.0999,0.219,71.957,4,country,[nan],billboard,billboard.com,hot-100,,2018-06-02,71,Mercy,Brett Young,,2025-11-22T16:47:08.199945+00:00
Singles You Up,Jordan Davis,Mientras hago aromaterapia,0,182693,False,0.634,0.903,7,-3.588,1,0.0323,0.0465,0.0,0.255,0.559,100.083,4,country,[nan],billboard,billboard.com,hot-100,,2018-06-02,78,Singles You Up,Jordan Davis,,2025-11-22T16:47:08.199945+00:00
Zombie,Bad Wolves,Zombie,69,254805,False,0.448,0.826,2,-3.244,0,0.0319,0.00756,0.0,0.117,0.19,77.093,4,alternative,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2018-06-02,85,Zombie,Bad Wolves,,2025-11-22T16:47:08.199945+00:00
No Excuses,Alice In Chains,Jar Of Flies,64,255573,False,0.527,0.838,3,-6.013,1,0.0323,0.0206,0.00062,0.07,0.721,117.454,4,grunge,[nan],billboard,billboard.com,hot-100,,2018-06-02,93,No Excuses,Meghan Trainor,,2025-11-22T16:47:08.199945+00:00
Moonlight,XXXTENTACION,?,83,135090,True,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,4,emo,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2018-06-02,94,Moonlight,XXXTENTACION,,2025-11-22T16:47:08.199945+00:00
Old Town Road,Lil Nas X,7 EP,77,113000,False,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,4,hip-hop,[nan],billboard,billboard.com,hot-100,,2019-06-01,1,Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,,2025-11-22T16:49:02.534815+00:00
bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",84,194087,False,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4,electro,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,3,Bad Guy,Billie Eilish,,2025-11-22T16:49:02.534815+00:00
Sucker,Jonas Brothers,Happiness Begins,81,181026,False,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,4,dance,[nan],billboard,billboard.com,hot-100,,2019-06-01,4,Sucker,Jonas Brothers,,2025-11-22T16:49:02.534815+00:00
talk,keshi,always,59,174403,True,0.644,0.74,10,-6.233,1,0.0323,0.455,0.0,0.1,0.718,140.033,4,chill,[nan],billboard,billboard.com,hot-100,,2019-06-01,5,Talk,Khalid,,2025-11-22T16:49:02.534815+00:00
Dancing With Your Ghost,Sasha Alex Sloan,Dancing With Your Ghost,80,197732,False,0.629,0.328,11,-8.284,1,0.029,0.768,2.5e-05,0.103,0.389,74.953,4,electro,"[nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,8,Dancing With A Stranger,Sam Smith & Normani,,2025-11-22T16:49:02.534815+00:00
Sweet but Psycho,Ava Max,Heaven & Hell,81,187436,False,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,4,dance,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,10,Sweet But Psycho,Ava Max,,2025-11-22T16:49:02.534815+00:00
Without Me,Halsey,Without Me,78,201660,True,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4,dance,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,11,Without Me,Halsey,,2025-11-22T16:49:02.534815+00:00
7 rings,Ariana Grande,"thank u, next",84,178626,True,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,4,dance,"[nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,12,7 Rings,Ariana Grande,,2025-11-22T16:49:02.534815+00:00
Nightmare,Halsey,Nightmare,68,231998,True,0.611,0.622,9,-5.075,0,0.0734,0.0188,0.0,0.359,0.538,146.11,4,electro,"[nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,15,Nightmare,Halsey,,2025-11-22T16:49:02.534815+00:00
If I Can't Have You,Shawn Mendes,pov: it's 2019,0,190800,False,0.69,0.809,2,-4.198,1,0.0603,0.524,0.0,0.147,0.864,123.912,4,dance,"[nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,16,If I Can't Have You,Shawn Mendes,,2025-11-22T16:49:02.534815+00:00
Happier,Marshmello;Bastille,Happier,83,214289,False,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,4,dance,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,18,Happier,Marshmello & Bastille,,2025-11-22T16:49:02.534815+00:00
"break up with your girlfriend, i'm bored",Ariana Grande,"thank u, next",78,190440,True,0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999,4,dance,[nan],billboard,billboard.com,hot-100,,2019-06-01,20,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,,2025-11-22T16:49:02.534815+00:00
High Hopes,Panic! At The Disco,Pray for the Wicked,81,190946,False,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,4,rock,[nan],billboard,billboard.com,hot-100,,2019-06-01,22,High Hopes,Panic! At The Disco,,2025-11-22T16:49:02.534815+00:00
God's Country,Blake Shelton,Single Saturday Night - Country Songs,0,204800,False,0.537,0.754,10,-5.102,1,0.0399,0.0586,4.8e-06,0.118,0.212,139.986,4,country,[nan],billboard,billboard.com,hot-100,,2019-06-01,24,God's Country,Blake Shelton,,2025-11-22T16:49:02.534815+00:00
Eastside (with Halsey & Khalid),benny blanco;Halsey;Khalid,FRIENDS KEEP SECRETS,78,170769,False,0.632,0.686,6,-7.665,0,0.243,0.549,0.0,0.2,0.329,89.949,4,dance,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,25,Eastside,"Benny Blanco, Halsey & Khalid",,2025-11-22T16:49:02.534815+00:00
Whiskey Glasses,Morgan Wallen,If I Know Me,81,234346,False,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,4,country,[nan],billboard,billboard.com,hot-100,,2019-06-01,26,Whiskey Glasses,Morgan Wallen,,2025-11-22T16:49:02.534815+00:00
Con Calma,Daddy Yankee;Snow,pov: it's 2019,0,193226,False,0.737,0.86,8,-2.652,0,0.0594,0.11,1.94e-06,0.0574,0.656,93.989,4,hip-hop,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,27,Con Calma,Daddy Yankee & Katy Perry Featuring Snow,,2025-11-22T16:49:02.534815+00:00
SICKO MODE,Travis Scott,ASTROWORLD,83,312820,True,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,4,hip-hop,"[nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,32,Sicko Mode,Travis Scott,,2025-11-22T16:49:02.534815+00:00
Please Me,Cardi B;Bruno Mars,New RnB,0,200889,False,0.75,0.572,1,-6.689,1,0.0652,0.0556,0.0,0.0931,0.663,133.996,4,dance,"[nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,33,Please Me,Cardi B & Bruno Mars,,2025-11-22T16:49:02.534815+00:00
Shallow,Lady Gaga;Bradley Cooper,A Star Is Born Soundtrack,84,215733,False,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,4,dance,[nan],billboard,billboard.com,hot-100,,2019-06-01,36,Shallow,Lady Gaga & Bradley Cooper,,2025-11-22T16:49:02.534815+00:00
Truth Hurts,Lizzo,Give You Love - Cozy Hits,1,173325,True,0.715,0.622,4,-3.046,0,0.111,0.11,0.0,0.123,0.407,158.088,4,hip-hop,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,38,Truth Hurts,Lizzo,,2025-11-22T16:49:02.534815+00:00
Beautiful Crazy,Luke Combs,This One's for You Too (Deluxe Edition),80,193200,False,0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,4,country,[nan],billboard,billboard.com,hot-100,,2019-06-01,42,Beautiful Crazy,Luke Combs,,2025-11-22T16:49:02.534815+00:00
"Hey Look Ma, I Made It",Panic! At The Disco,Alternative Rock Mixtape,2,169666,False,0.577,0.834,5,-3.337,1,0.0689,0.0134,0.0,0.121,0.575,107.936,4,rock,[nan],billboard,billboard.com,hot-100,,2019-06-01,47,"Hey Look Ma, I Made It",Panic! At The Disco,,2025-11-22T16:49:02.534815+00:00
Here With Me,Marshmello;CHVRCHES,Here With Me,75,156346,False,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,4,dance,"[nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,48,Here With Me,Marshmello Featuring Chvrches,,2025-11-22T16:49:02.534815+00:00
bury a friend,Billie Eilish,Halloween Songs | Witches Hour,5,193143,False,0.887,0.388,8,-14.505,1,0.349,0.739,0.143,0.106,0.205,120.035,4,electro,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,55,Bury A Friend,Billie Eilish,,2025-11-22T16:49:02.534815+00:00
Clout,Offset;Cardi B,GANG GANG - HIP HOP & RAP,3,205803,True,0.919,0.622,1,-7.384,1,0.0997,0.23,4.24e-06,0.122,0.423,140.022,4,hip-hop,[nan],billboard,billboard.com,hot-100,,2019-06-01,56,Clout,Offset Featuring Cardi B,,2025-11-22T16:49:02.534815+00:00
Boy With Luv (Feat. Halsey),BTS;Halsey,MAP OF THE SOUL : 7,70,229773,False,0.645,0.862,11,-4.761,0,0.0845,0.0933,0.0,0.193,0.803,119.947,4,k-pop,"[nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,71,Boy With Luv,BTS Featuring Halsey,,2025-11-22T16:49:02.534815+00:00
Who Do You Love,The Chainsmokers;5 Seconds of Summer,World War Joy,72,226733,True,0.51,0.846,3,-4.595,1,0.0461,0.0101,0.0,0.208,0.475,139.927,4,dance,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,73,Who Do You Love,The Chainsmokers Featuring 5 Seconds of Summer,,2025-11-22T16:49:02.534815+00:00
Earth,Lil Dicky,Earth,40,281500,True,0.694,0.664,2,-4.649,1,0.05,0.639,0.0,0.0929,0.676,95.941,4,comedy,[nan],billboard,billboard.com,hot-100,,2019-06-01,78,Earth,Lil Dicky,,2025-11-22T16:49:02.534815+00:00
Don't Call Me Up,Mabel,Ivy To Roses (Mixtape),77,178480,False,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,4,edm,"[nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2019-06-01,79,Don't Call Me Up,Mabel,,2025-11-22T16:49:02.534815+00:00
Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,87,182160,False,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,4,pop,[nan],billboard,billboard.com,hot-100,,2019-06-01,80,Someone You Loved,Lewis Capaldi,,2025-11-22T16:49:02.534815+00:00
What If I Never Get Over You,Lady A,Ocean,64,206597,False,0.576,0.724,0,-5.147,1,0.0274,0.016,0.0,0.107,0.34,93.029,4,country,[nan],billboard,billboard.com,hot-100,,2019-06-01,86,What If I Never Get Over You,Lady Antebellum,,2025-11-22T16:49:02.534815+00:00
Night Shift,One True God;MASTERIA,Night Shift,51,230625,False,0.751,0.964,2,-3.039,1,0.0478,0.266,0.62,0.0682,0.417,127.991,4,club,[nan],billboard,billboard.com,hot-100,,2019-06-01,90,Night Shift,Jon Pardi,,2025-11-22T16:49:02.534815+00:00
